age,MonthlyIncome,NumberOfDependents,DebtRatio,RevolvingUtilizationOfUnsecuredLines,NumberOfOpenCreditLinesAndLoans,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,TotalPastDueCount,IncomePerDependent,SeriousDlqin2yrs
49,2170000.0,1.0,0.0353,0.3442,5,0,0,0,0,1085000.0,0
46,8060000.0,0.0,0.6031,0.3378,8,0,0,1,1,8060000.0,0
50,2130000.0,0.0,0.2607,0.1729,5,0,0,0,0,2130000.0,0
66,5050000.0,2.0,0.5693,0.0885,6,0,0,0,0,1683333.3333333333,0
18,8620000.0,1.0,0.2036,0.4267,8,1,0,1,2,4310000.0,0
37,5500000.0,0.0,0.4277,0.0183,6,0,0,0,0,5500000.0,0
53,6640000.0,2.0,0.493,0.3029,10,0,0,0,0,2213333.3333333335,0
24,5050000.0,0.0,0.6474,0.5457,6,0,0,0,0,5050000.0,1
64,2180000.0,0.0,0.4288,0.3077,12,0,0,0,0,2180000.0,0
50,2450000.0,0.0,0.1278,0.3816,13,0,0,0,0,2450000.0,0
56,4250000.0,0.0,0.9234,0.4804,5,0,0,0,0,4250000.0,0
38,2330000.0,0.0,0.1228,0.0854,9,0,0,0,0,2330000.0,0
56,6010000.0,1.0,0.0929,0.6214,12,0,0,1,1,3005000.0,0
59,3790000.0,0.0,0.3021,0.2456,10,0,1,0,1,3790000.0,0
48,5590000.0,0.0,0.1775,0.3288,6,0,0,0,0,5590000.0,0
48,5490000.0,1.0,0.5979,0.445,7,0,0,0,0,2745000.0,0
49,6310000.0,0.0,0.3956,0.5102,4,0,0,0,0,6310000.0,0
34,6750000.0,0.0,0.8528,0.668,10,0,0,0,0,6750000.0,0
43,4070000.0,2.0,0.6328,0.2132,8,1,0,1,2,1356666.6666666667,1
43,5580000.0,2.0,0.6379,0.1663,9,0,0,0,0,1860000.0,0
50,5760000.0,2.0,0.2488,0.3475,4,1,0,0,1,1920000.0,0
58,1160000.0,1.0,0.2185,0.7499,6,0,0,1,1,580000.0,0
31,7370000.0,0.0,0.0374,0.4285,10,1,0,2,3,7370000.0,1
43,5470000.0,3.0,0.7297,0.0781,8,0,0,0,0,1367500.0,0
64,7010000.0,0.0,0.8747,0.0637,12,0,0,0,0,7010000.0,0
35,2310000.0,0.0,0.6105,0.6994,10,0,0,0,0,2310000.0,0
34,5050000.0,0.0,0.0899,0.5039,8,0,0,0,0,5050000.0,0
48,2600000.0,3.0,0.3158,0.6475,9,0,0,0,0,650000.0,0
56,7820000.0,4.0,0.1615,0.601,7,1,0,0,1,1564000.0,0
45,2150000.0,0.0,0.4703,0.3334,8,0,0,0,0,2150000.0,0
62,2860000.0,0.0,0.0936,0.2295,5,0,0,0,0,2860000.0,0
56,6890000.0,0.0,0.6135,0.2686,9,0,0,0,0,6890000.0,0
56,3430000.0,0.0,0.8432,0.592,11,1,0,0,1,3430000.0,0
52,5050000.0,1.0,0.1279,0.1458,11,1,0,0,1,2525000.0,0
75,8610000.0,0.0,0.2385,0.5039,7,0,0,0,0,8610000.0,0
42,8830000.0,0.0,0.0249,0.6623,14,0,0,0,0,8830000.0,0
19,7710000.0,2.0,0.3759,0.3549,13,0,0,0,0,2570000.0,0
66,8320000.0,3.0,0.5027,0.2667,7,1,0,0,1,2080000.0,0
39,4350000.0,2.0,0.7034,0.2113,11,0,0,0,0,1450000.0,0
46,5050000.0,1.0,0.2816,0.57,9,1,0,0,1,2525000.0,0
62,3390000.0,0.0,0.49,0.3996,8,0,0,0,0,3390000.0,0
24,5530000.0,4.0,0.253,0.1017,7,0,1,0,1,1106000.0,0
29,3640000.0,0.0,0.5083,0.3153,7,1,0,0,1,3640000.0,0
24,3860000.0,0.0,0.1818,0.3757,5,1,0,0,1,3860000.0,0
35,7170000.0,1.0,0.434,0.1442,5,0,0,0,0,3585000.0,0
51,10180000.0,2.0,0.5113,0.2091,7,0,0,0,0,3393333.3333333335,0
52,6350000.0,3.0,0.5338,0.1372,3,0,0,0,0,1587500.0,0
49,14670000.0,2.0,0.2927,0.1324,8,0,0,0,0,4890000.0,0
27,3270000.0,0.0,0.9238,0.3591,4,0,1,0,1,3270000.0,0
18,1660000.0,0.0,0.1814,0.3146,14,1,0,0,1,1660000.0,0
46,7680000.0,0.0,0.1544,0.0277,4,0,0,0,0,7680000.0,0
39,3150000.0,1.0,0.2795,0.4163,6,1,0,0,1,1575000.0,0
51,4240000.0,2.0,0.2789,0.4255,13,0,0,0,0,1413333.3333333333,0
54,1730000.0,0.0,0.105,0.0849,6,0,0,0,0,1730000.0,0
47,2920000.0,3.0,0.2834,0.3786,9,0,0,0,0,730000.0,0
55,2030000.0,3.0,1.0653,1.0304,10,0,0,0,0,507500.0,1
48,3850000.0,0.0,0.044,0.6114,8,1,0,0,1,3850000.0,0
52,3950000.0,1.0,0.0404,0.3186,9,0,0,1,1,1975000.0,0
36,5280000.0,0.0,0.399,0.1515,6,1,0,0,1,5280000.0,0
43,10520000.0,0.0,0.1615,0.3038,4,1,0,1,2,10520000.0,0
48,7510000.0,1.0,0.4291,0.1353,12,0,0,0,0,3755000.0,0
56,1890000.0,0.0,0.726,0.7069,5,0,0,0,0,1890000.0,1
40,7200000.0,2.0,0.7662,0.1893,10,1,0,0,1,2400000.0,0
52,5350000.0,1.0,0.5481,0.437,5,0,0,1,1,2675000.0,0
42,4710000.0,2.0,0.3247,0.2587,9,0,0,0,0,1570000.0,0
43,4930000.0,2.0,0.3275,0.3674,8,0,1,0,1,1643333.3333333333,0
56,5650000.0,1.0,0.1046,0.5554,8,1,1,0,2,2825000.0,0
19,3300000.0,2.0,0.3375,0.3795,6,0,0,0,0,1100000.0,0
28,4480000.0,1.0,0.4106,0.5091,4,0,0,0,0,2240000.0,0
26,10170000.0,0.0,0.0209,0.3413,7,0,0,0,0,10170000.0,0
18,3280000.0,0.0,0.2295,0.6561,11,0,0,0,0,3280000.0,1
36,2700000.0,1.0,0.7148,0.3366,10,0,0,0,0,1350000.0,0
55,4820000.0,0.0,0.2138,0.2565,11,0,1,1,2,4820000.0,0
41,2540000.0,2.0,0.1401,0.3025,12,0,0,2,2,846666.6666666666,0
48,1780000.0,0.0,1.4115,0.695,12,0,1,0,1,1780000.0,1
59,4070000.0,0.0,0.6522,0.718,8,0,0,0,0,4070000.0,0
62,11920000.0,1.0,0.2821,0.4949,8,0,0,0,0,5960000.0,0
44,4890000.0,2.0,0.2507,0.0963,9,1,0,0,1,1630000.0,0
63,5570000.0,1.0,1.0096,0.2909,6,0,0,0,0,2785000.0,0
46,1390000.0,0.0,1.1248,0.879,5,0,0,0,0,1390000.0,1
34,6500000.0,1.0,0.6041,0.6987,13,0,0,0,0,3250000.0,0
37,5050000.0,0.0,0.4723,0.115,9,1,0,0,1,5050000.0,0
26,3360000.0,1.0,0.1617,0.3458,5,0,0,0,0,1680000.0,0
33,5050000.0,0.0,0.135,0.4605,8,0,0,0,0,5050000.0,0
40,5540000.0,2.0,0.7013,0.3502,9,0,0,0,0,1846666.6666666667,0
55,2650000.0,0.0,0.3262,0.7356,8,0,0,0,0,2650000.0,0
67,6100000.0,0.0,0.7389,0.1989,7,0,1,0,1,6100000.0,0
27,10250000.0,0.0,0.4762,0.3457,4,0,0,0,0,10250000.0,0
50,4360000.0,1.0,0.5834,0.2377,11,0,0,0,0,2180000.0,0
31,2970000.0,2.0,0.4869,0.2819,13,0,0,0,0,990000.0,0
51,4490000.0,2.0,0.7753,0.4645,8,0,1,0,1,1496666.6666666667,0
43,8350000.0,0.0,0.5104,0.7121,13,0,0,0,0,8350000.0,0
21,2400000.0,1.0,0.0923,0.3356,2,0,0,0,0,1200000.0,0
57,7080000.0,2.0,0.6548,0.5632,12,0,1,0,1,2360000.0,0
37,3330000.0,3.0,0.2469,0.1348,8,1,0,0,1,832500.0,0
38,5780000.0,1.0,0.977,0.0698,5,0,0,0,0,2890000.0,0
31,3560000.0,1.0,0.4615,0.1149,6,2,0,1,3,1780000.0,1
36,3560000.0,1.0,0.9943,0.1692,11,0,0,0,0,1780000.0,0
51,12470000.0,1.0,0.8884,0.2729,7,1,0,0,1,6235000.0,0
43,2150000.0,1.0,0.6299,0.0743,6,1,0,0,1,1075000.0,0
49,6690000.0,2.0,0.5486,0.5952,11,1,1,0,2,2230000.0,1
50,14130000.0,4.0,0.2476,0.374,7,0,0,0,0,2826000.0,0
62,7540000.0,4.0,0.7693,0.1133,4,0,0,0,0,1508000.0,0
41,2250000.0,1.0,0.2497,0.8974,10,0,0,0,0,1125000.0,0
26,2320000.0,1.0,0.4134,0.5492,2,0,0,0,0,1160000.0,0
59,3190000.0,0.0,0.425,0.1937,4,0,0,0,0,3190000.0,0
41,5500000.0,1.0,0.4312,0.6343,10,0,1,0,1,2750000.0,1
59,5730000.0,0.0,0.1727,0.4031,12,0,0,0,0,5730000.0,0
50,2330000.0,0.0,0.1942,0.0908,8,1,1,0,2,2330000.0,0
43,5050000.0,0.0,0.0808,0.5252,6,1,0,1,2,5050000.0,0
50,3070000.0,1.0,0.6787,0.6425,10,1,0,0,1,1535000.0,0
70,4490000.0,0.0,0.1887,0.0794,3,0,0,1,1,4490000.0,0
72,16450000.0,0.0,0.225,0.2356,2,1,0,0,1,16450000.0,0
46,2860000.0,0.0,0.3169,0.2692,11,0,0,0,0,2860000.0,0
47,2780000.0,0.0,0.167,0.5291,7,1,0,0,1,2780000.0,0
59,2530000.0,0.0,0.8166,0.0155,7,0,0,0,0,2530000.0,0
34,7320000.0,3.0,1.4563,0.6656,15,1,1,0,2,1830000.0,1
49,4880000.0,0.0,0.0368,0.1101,5,3,0,0,3,4880000.0,0
45,2920000.0,0.0,0.5671,0.2628,10,2,0,1,3,2920000.0,0
49,4020000.0,1.0,0.1129,0.7331,15,2,0,0,2,2010000.0,1
34,3110000.0,0.0,0.484,0.5121,5,0,0,0,0,3110000.0,0
24,5970000.0,1.0,0.6729,0.1992,8,0,0,0,0,2985000.0,0
18,22510249.99999996,1.0,0.0554,0.8491,11,0,0,0,0,11255124.99999998,0
30,6960000.0,1.0,0.6519,0.8733,4,0,0,0,0,3480000.0,0
39,4730000.0,0.0,1.1676,0.2338,8,0,0,0,0,4730000.0,0
41,3360000.0,1.0,0.9003,0.3061,6,1,0,0,1,1680000.0,0
70,2230000.0,0.0,0.0807,0.5353,12,0,0,1,1,2230000.0,0
59,7770000.0,1.0,1.3171,0.5136,7,2,1,0,3,3885000.0,1
32,7520000.0,0.0,1.4176,0.2544,9,0,0,0,0,7520000.0,0
50,3780000.0,2.0,0.319,0.1642,12,0,0,0,0,1260000.0,0
40,10350000.0,2.0,0.0869,0.1154,11,0,0,0,0,3450000.0,0
41,5060000.0,1.0,0.6708,0.3087,15,0,0,1,1,2530000.0,0
47,5050000.0,1.0,0.5387,0.1577,9,0,0,0,0,2525000.0,0
53,5970000.0,0.0,0.8914,0.0621,10,0,0,0,0,5970000.0,0
41,4500000.0,2.0,0.2619,0.6206,6,0,0,0,0,1500000.0,0
59,2820000.0,2.0,0.4979,0.1258,6,1,0,0,1,940000.0,1
30,4580000.0,0.0,0.5505,0.2458,8,1,0,0,1,4580000.0,1
45,8290000.0,0.0,0.4112,0.2671,8,1,0,0,1,8290000.0,0
79,3690000.0,1.0,0.2823,0.4601,7,0,0,0,0,1845000.0,0
48,6510000.0,0.0,0.7853,0.2233,6,0,0,0,0,6510000.0,0
64,2610000.0,0.0,0.1195,0.5901,7,0,0,0,0,2610000.0,0
46,7980000.0,0.0,0.3942,0.3716,9,0,0,0,0,7980000.0,0
53,6030000.0,1.0,0.2929,0.3352,5,1,0,0,1,3015000.0,0
44,2430000.0,0.0,0.9605,0.5589,6,0,0,0,0,2430000.0,0
43,4370000.0,0.0,0.2561,0.5014,6,0,0,0,0,4370000.0,0
35,8740000.0,0.0,0.1353,0.4628,4,0,0,0,0,8740000.0,0
51,2350000.0,0.0,0.9097,0.4314,10,0,0,0,0,2350000.0,0
34,2630000.0,0.0,0.5321,0.8549,7,0,0,0,0,2630000.0,0
54,4800000.0,1.0,0.9895,0.2311,7,0,0,0,0,2400000.0,0
59,17980000.0,0.0,0.7542,0.9631,5,0,0,0,0,17980000.0,0
50,3340000.0,2.0,0.3131,0.0483,11,2,0,1,3,1113333.3333333333,0
41,6730000.0,1.0,0.38,0.1796,12,0,0,0,0,3365000.0,0
51,5840000.0,0.0,1.7039080000000002,0.1989,9,0,0,0,0,5840000.0,0
41,3510000.0,0.0,0.4291,0.23,6,0,0,1,1,3510000.0,0
57,5510000.0,0.0,1.7039080000000002,0.5586,8,1,1,0,2,5510000.0,1
21,3820000.0,0.0,0.5316,0.7514,15,0,1,0,1,3820000.0,0
41,4030000.0,1.0,0.2175,0.7868,7,1,0,0,1,2015000.0,1
19,1850000.0,1.0,0.3275,0.6624,11,0,0,1,1,925000.0,0
26,4930000.0,2.0,0.1963,0.5036,6,0,0,0,0,1643333.3333333333,0
63,8580000.0,0.0,0.5909,0.3714,10,0,0,0,0,8580000.0,0
57,5050000.0,1.0,0.5345,0.5572,11,0,0,0,0,2525000.0,1
36,9620000.0,1.0,0.3384,0.1046,5,0,0,0,0,4810000.0,0
25,7080000.0,0.0,0.2232,0.6565,6,0,0,0,0,7080000.0,0
18,4820000.0,0.0,0.3831,0.2302,11,0,0,0,0,4820000.0,0
38,3430000.0,2.0,1.6481,0.2334,7,0,0,0,0,1143333.3333333333,0
76,3730000.0,0.0,0.0765,0.3524,9,1,0,0,1,3730000.0,0
51,2070000.0,0.0,1.0207,0.4467,8,0,1,1,2,2070000.0,0
38,4260000.0,1.0,0.9786,0.138,12,1,0,0,1,2130000.0,0
51,5460000.0,1.0,0.3356,0.8682,10,0,0,0,0,2730000.0,0
25,13990000.0,0.0,0.2565,0.1592,21,0,0,0,0,13990000.0,0
41,6860000.0,2.0,0.4639,0.508,11,1,0,1,2,2286666.6666666665,0
46,2980000.0,0.0,0.236,0.3478,6,0,0,0,0,2980000.0,0
44,2110000.0,0.0,0.266,0.3503,6,2,0,0,2,2110000.0,0
55,4420000.0,0.0,0.4066,0.2828,6,0,0,0,0,4420000.0,0
49,8140000.0,0.0,0.3589,0.3704,7,0,0,0,0,8140000.0,0
54,4380000.0,1.0,0.6924,0.1139,7,0,0,0,0,2190000.0,0
36,6920000.0,0.0,0.255,0.1661,12,0,0,0,0,6920000.0,0
57,4490000.0,1.0,0.0267,0.1361,7,0,0,0,0,2245000.0,0
66,5050000.0,2.0,0.767,0.2884,10,1,0,0,1,1683333.3333333333,0
32,1920000.0,1.0,0.6125,0.596,9,0,1,1,2,960000.0,1
33,13090000.0,0.0,0.2421,0.4409,5,0,0,0,0,13090000.0,0
62,2560000.0,0.0,1.1616,0.5252,11,1,0,0,1,2560000.0,0
43,8050000.0,1.0,1.0353,0.6337,11,0,0,0,0,4025000.0,1
63,4250000.0,1.0,0.1475,0.0822,7,0,0,0,0,2125000.0,0
39,4660000.0,1.0,0.9987,0.3596,7,0,0,1,1,2330000.0,0
64,4330000.0,0.0,0.1254,0.2015,6,0,0,0,0,4330000.0,0
47,5830000.0,1.0,0.5883,0.2289,9,0,0,0,0,2915000.0,0
48,6580000.0,0.0,0.6891,0.2151,12,0,0,0,0,6580000.0,0
65,9440000.0,2.0,0.195,0.3264,8,0,0,0,0,3146666.6666666665,0
40,11640000.0,0.0,0.8682,0.313,13,0,1,0,1,11640000.0,0
33,6100000.0,0.0,0.9019,0.5487,4,0,0,0,0,6100000.0,0
39,13980000.0,0.0,0.0595,0.3989,8,0,0,0,0,13980000.0,0
51,5290000.0,0.0,0.3498,0.2822,4,0,1,0,1,5290000.0,0
25,5050000.0,0.0,0.1307,0.2659,6,0,0,0,0,5050000.0,0
53,6470000.0,0.0,0.4889,0.4106,11,2,0,1,3,6470000.0,0
38,3600000.0,0.0,0.6726,0.234,5,0,0,0,0,3600000.0,0
60,5570000.0,0.0,0.9719,0.5282,12,0,0,0,0,5570000.0,0
18,6760000.0,0.0,1.2375,0.4922,6,0,0,0,0,6760000.0,1
35,4900000.0,0.0,0.7993,0.7386,7,1,0,0,1,4900000.0,0
23,6410000.0,0.0,0.3842,0.1792,9,1,0,0,1,6410000.0,0
34,5050000.0,1.0,0.6214,0.1471,16,1,0,2,3,2525000.0,1
48,4930000.0,0.0,1.0069,0.5018,6,0,0,0,0,4930000.0,0
43,850000.0,0.0,0.3754,0.0819,14,0,0,0,0,850000.0,0
42,5050000.0,0.0,0.5705,0.2064,3,0,0,0,0,5050000.0,0
43,4180000.0,4.0,0.2063,0.6065,8,1,0,1,2,836000.0,0
48,3050000.0,0.0,0.8992,0.4024,6,0,0,0,0,3050000.0,0
32,2550000.0,1.0,0.4713,0.0394,8,0,0,0,0,1275000.0,0
54,4090000.0,2.0,0.0673,0.2326,8,0,0,0,0,1363333.3333333333,0
54,3570000.0,2.0,0.0999,0.3248,5,0,0,0,0,1190000.0,0
50,3210000.0,2.0,0.262,0.3903,11,0,1,0,1,1070000.0,0
52,3320000.0,1.0,0.2603,0.4247,10,0,0,0,0,1660000.0,0
49,6870000.0,0.0,0.0618,0.5615,5,1,0,0,1,6870000.0,0
71,16910000.0,2.0,0.348,0.2458,8,0,1,0,1,5636666.666666667,0
44,8180000.0,2.0,0.933,0.3178,12,0,0,0,0,2726666.6666666665,0
41,9810000.0,2.0,0.1357,0.1711,11,0,0,1,1,3270000.0,0
35,3990000.0,1.0,0.421,0.2919,6,1,0,0,1,1995000.0,0
32,5320000.0,3.0,0.5222,0.5459,8,0,0,1,1,1330000.0,0
29,6460000.0,1.0,0.8205,0.4312,10,1,0,0,1,3230000.0,0
33,3370000.0,3.0,0.3012,0.1534,9,0,0,0,0,842500.0,0
44,3870000.0,2.0,0.331,0.339,4,2,0,0,2,1290000.0,0
49,8350000.0,0.0,0.8539,0.3076,15,1,0,0,1,8350000.0,0
46,9620000.0,1.0,0.4313,0.6935,6,0,0,1,1,4810000.0,0
35,5210000.0,0.0,0.0923,0.3022,6,0,0,1,1,5210000.0,0
57,2440000.0,1.0,0.376,0.6594,8,0,0,1,1,1220000.0,0
55,4190000.0,1.0,0.6707,0.2332,4,0,0,0,0,2095000.0,0
43,2110000.0,0.0,0.1434,0.5037,7,0,0,0,0,2110000.0,0
37,5230000.0,1.0,0.0784,0.4521,10,0,0,0,0,2615000.0,0
52,5830000.0,1.0,0.2209,0.0774,6,1,1,0,2,2915000.0,0
47,4250000.0,3.0,0.477,0.3748,10,0,0,0,0,1062500.0,0
26,5780000.0,1.0,0.7542,0.3345,11,0,0,0,0,2890000.0,0
44,6420000.0,1.0,0.2935,0.4047,11,0,0,0,0,3210000.0,0
48,5830000.0,1.0,0.8537,0.3991,7,0,0,0,0,2915000.0,0
33,2430000.0,1.0,0.4047,0.1327,7,0,0,0,0,1215000.0,0
47,4300000.0,1.0,0.6224,0.194,6,0,0,0,0,2150000.0,0
26,6390000.0,0.0,0.8083,0.5849,7,0,0,0,0,6390000.0,0
62,12890000.0,1.0,0.2428,0.1421,7,0,0,0,0,6445000.0,0
61,4250000.0,2.0,0.3246,0.8896,13,0,0,0,0,1416666.6666666667,1
42,6960000.0,0.0,0.5811,0.429,8,0,0,0,0,6960000.0,0
50,8470000.0,2.0,0.3037,0.5757,6,1,0,0,1,2823333.3333333335,0
18,4440000.0,1.0,0.4073,0.4207,8,0,0,0,0,2220000.0,0
30,9960000.0,1.0,0.1493,0.5539,9,0,0,0,0,4980000.0,0
41,5050000.0,4.0,0.6252,0.356,9,0,0,0,0,1010000.0,0
31,11450000.0,3.0,0.493,0.3106,10,0,1,0,1,2862500.0,0
54,6580000.0,0.0,0.3871,0.1696,6,0,0,0,0,6580000.0,0
71,20600000.0,1.0,0.1816,0.6826,5,0,0,1,1,10300000.0,0
30,3460000.0,1.0,0.791,0.1737,10,0,0,0,0,1730000.0,0
34,17880000.0,2.0,0.177,0.198,10,0,0,1,1,5960000.0,0
48,7930000.0,1.0,0.9971,0.6402,11,0,0,0,0,3965000.0,1
66,11170000.0,0.0,0.1047,0.6696,11,0,0,0,0,11170000.0,0
29,4130000.0,0.0,0.0769,0.1434,8,0,0,0,0,4130000.0,0
48,8300000.0,1.0,0.5199,0.1605,14,0,0,0,0,4150000.0,0
69,11770000.0,0.0,0.133,0.421,5,0,0,0,0,11770000.0,0
24,2600000.0,0.0,0.3304,0.1085,10,0,0,0,0,2600000.0,0
28,4530000.0,2.0,0.7037,0.5985,6,0,0,0,0,1510000.0,1
39,1380000.0,2.0,0.1237,0.0771,17,0,0,0,0,460000.0,0
38,4490000.0,0.0,0.5516,0.6295,11,0,0,0,0,4490000.0,0
56,3060000.0,1.0,0.5884,0.4629,8,0,0,0,0,1530000.0,0
48,4390000.0,0.0,0.5316,0.3155,7,0,0,0,0,4390000.0,0
22,22510249.99999996,3.0,0.2002,0.4519,9,0,0,0,0,5627562.49999999,0
52,14010000.0,1.0,0.129,0.201,5,0,0,1,1,7005000.0,0
37,2110000.0,1.0,0.0604,0.1379,7,1,0,0,1,1055000.0,0
62,6980000.0,0.0,0.6099,0.4966,8,0,0,0,0,6980000.0,0
37,5050000.0,1.0,0.3706,0.2499,6,0,0,0,0,2525000.0,0
37,4080000.0,0.0,0.8328,0.3611,8,0,0,0,0,4080000.0,0
52,5560000.0,0.0,0.16,0.1607,10,0,0,0,0,5560000.0,0
55,5900000.0,2.0,0.191,0.3877,8,0,0,0,0,1966666.6666666667,0
51,2230000.0,0.0,0.1799,0.5166,13,0,0,0,0,2230000.0,0
23,2690000.0,2.0,0.316,0.3631,13,0,0,0,0,896666.6666666666,0
52,5540000.0,0.0,0.1236,0.1222,8,0,0,1,1,5540000.0,0
32,5310000.0,1.0,0.2181,0.2058,8,0,0,0,0,2655000.0,0
48,3270000.0,1.0,0.366,0.3735,9,0,0,0,0,1635000.0,0
26,3100000.0,2.0,0.4388,0.3562,6,0,0,0,0,1033333.3333333334,0
51,4740000.0,1.0,0.3995,0.3795,8,0,1,0,1,2370000.0,1
35,8510000.0,0.0,0.1189,0.2658,3,0,0,0,0,8510000.0,0
28,4780000.0,1.0,0.4108,0.3077,9,0,0,0,0,2390000.0,0
54,13240000.0,1.0,0.2845,0.3014,7,0,0,1,1,6620000.0,0
48,3290000.0,1.0,0.7008,0.5789,8,1,0,0,1,1645000.0,0
37,5610000.0,0.0,0.8685,0.1959,6,0,0,0,0,5610000.0,0
64,4040000.0,0.0,0.8339,0.7913,11,1,0,0,1,4040000.0,1
39,7120000.0,0.0,0.3009,0.2986,11,0,0,0,0,7120000.0,0
45,3130000.0,1.0,0.298,0.0866,6,0,0,0,0,1565000.0,0
48,15890000.0,0.0,0.5377,0.0511,8,0,0,0,0,15890000.0,0
37,1810000.0,0.0,0.1691,0.7973,4,0,1,0,1,1810000.0,0
51,5050000.0,0.0,0.4718,1.0056,4,0,0,0,0,5050000.0,0
38,5280000.0,1.0,0.3978,0.0758,4,0,0,0,0,2640000.0,0
40,5050000.0,3.0,0.864,0.0964,9,1,0,0,1,1262500.0,0
63,11140000.0,1.0,0.3577,0.4542,9,0,0,1,1,5570000.0,0
31,5050000.0,0.0,0.4541,0.2444,12,0,0,0,0,5050000.0,0
18,3230000.0,1.0,0.7378,0.5661,6,1,0,0,1,1615000.0,0
66,7170000.0,2.0,0.3617,0.9227,9,0,1,0,1,2390000.0,0
78,15330000.0,1.0,0.2079,0.7465,7,0,0,0,0,7665000.0,0
40,2940000.0,2.0,0.5424,0.5931,13,0,0,0,0,980000.0,0
20,17820000.0,0.0,0.1494,0.1522,1,0,0,0,0,17820000.0,0
41,6300000.0,0.0,0.43,0.0904,9,2,0,0,2,6300000.0,0
41,3860000.0,1.0,0.22,0.2862,7,0,0,0,0,1930000.0,0
43,2930000.0,1.0,0.0806,0.6669,5,1,0,0,1,1465000.0,0
31,4370000.0,1.0,0.5168,0.2691,7,0,0,0,0,2185000.0,0
53,1550000.0,2.0,0.4037,0.2912,10,0,0,0,0,516666.6666666667,0
52,3900000.0,0.0,0.9174,0.2007,6,1,1,0,2,3900000.0,1
26,4270000.0,1.0,0.0983,0.4739,9,0,0,0,0,2135000.0,0
54,2620000.0,1.0,0.1873,0.4393,5,0,0,0,0,1310000.0,0
72,7830000.0,3.0,0.8096,0.6143,8,0,0,1,1,1957500.0,0
47,4380000.0,0.0,0.8813,0.1115,10,0,0,0,0,4380000.0,0
41,3410000.0,4.0,0.5985,0.6396,8,0,2,0,2,682000.0,1
43,4110000.0,3.0,0.3366,0.2439,5,0,0,0,0,1027500.0,0
53,6190000.0,1.0,0.708,0.5264,8,1,0,0,1,3095000.0,0
23,5220000.0,2.0,0.2834,0.1497,5,0,0,0,0,1740000.0,0
47,3280000.0,1.0,0.0238,0.5447,9,1,0,0,1,1640000.0,1
40,5390000.0,0.0,0.8607,0.1018,8,0,0,0,0,5390000.0,0
69,4850000.0,4.0,0.2666,0.3053,9,1,0,0,1,970000.0,0
43,5050000.0,0.0,1.5817,0.4178,4,1,1,0,2,5050000.0,1
67,4210000.0,2.0,0.1321,0.2713,10,0,0,0,0,1403333.3333333333,0
31,7080000.0,1.0,0.8341,0.0681,8,1,0,0,1,3540000.0,1
53,7050000.0,0.0,0.4352,0.6556,9,0,1,0,1,7050000.0,0
49,4360000.0,2.0,0.7542,0.1868,6,0,0,1,1,1453333.3333333333,0
34,7500000.0,0.0,0.2043,0.4109,5,0,0,0,0,7500000.0,0
47,2780000.0,1.0,1.4136,0.4448,6,0,0,0,0,1390000.0,0
61,2830000.0,0.0,1.2218,0.4557,4,0,0,0,0,2830000.0,0
41,4300000.0,1.0,0.2731,0.4188,11,0,0,0,0,2150000.0,0
23,12280000.0,1.0,0.2968,0.2875,5,0,0,0,0,6140000.0,0
45,5510000.0,1.0,0.4522,0.1875,14,0,0,0,0,2755000.0,1
33,4240000.0,0.0,0.1737,0.672,7,0,0,0,0,4240000.0,0
41,12630000.0,0.0,0.1999,0.1882,8,1,0,0,1,12630000.0,0
44,4210000.0,4.0,0.7766,0.282,8,0,0,0,0,842000.0,0
23,19110000.0,0.0,0.0241,0.2626,9,0,0,0,0,19110000.0,0
24,3680000.0,0.0,0.1791,0.2681,6,0,0,0,0,3680000.0,0
51,5050000.0,2.0,1.0675,0.2585,7,0,0,0,0,1683333.3333333333,0
38,4530000.0,1.0,0.9589,0.2967,14,0,0,0,0,2265000.0,1
18,5050000.0,0.0,0.3447,0.0855,2,1,1,1,3,5050000.0,0
55,3080000.0,2.0,0.0669,0.5074,8,0,0,0,0,1026666.6666666666,0
49,22510249.99999996,0.0,0.9108,0.2525,11,0,0,0,0,22510249.99999996,0
36,6050000.0,1.0,0.2463,0.3217,9,0,0,0,0,3025000.0,0
28,6610000.0,0.0,0.6732,0.1205,6,0,0,1,1,6610000.0,0
56,3790000.0,3.0,0.5481,0.1588,10,0,0,0,0,947500.0,0
50,3540000.0,0.0,0.6723,0.2986,8,0,0,0,0,3540000.0,0
76,9250000.0,2.0,0.601,0.0469,9,0,0,0,0,3083333.3333333335,0
50,1830000.0,0.0,0.6305,0.6025,9,1,0,0,1,1830000.0,0
50,2520000.0,1.0,0.4455,0.6119,8,0,0,0,0,1260000.0,0
43,4310000.0,0.0,0.625,0.4022,8,0,0,0,0,4310000.0,1
56,11250000.0,1.0,0.5545,0.551,4,0,0,0,0,5625000.0,0
53,3990000.0,2.0,0.3138,0.1757,7,0,0,0,0,1330000.0,0
61,6420000.0,0.0,0.0152,0.173,8,0,0,0,0,6420000.0,0
38,5050000.0,3.0,0.1667,0.1056,1,0,0,0,0,1262500.0,0
39,10880000.0,2.0,0.0609,0.0966,8,1,0,0,1,3626666.6666666665,0
39,1930000.0,0.0,0.5602,0.309,6,1,1,0,2,1930000.0,0
